STATIONS_ID;MESS_DATUM;TMK;TXK;TNK
5538;19990201;-9.4;-6.2;-19.5
5538;19990202;-0.8;1.5;-8.1
5538;19990203;0.8;3.2;-5.6
5538;19990204;5.0;6.7;1.7
5538;19990205;2.5;6.0;-0.3
5538;19990206;0.0;0.7;-1.3
5538;19990207;0.4;3.1;-2.2
5538;19990208;-6.5;-1.0;-10.5
5538;19990209;-3.9;-3.0;-11.0
5538;19990210;-7.2;-2.5;-12.0
5538;19990211;-8.2;-3.5;-11.4
5538;19990212;-9.6;-5.3;-18.3
5538;19990213;-7.2;-4.3;-12.2
5538;19990214;-4.6;-2.0;-8.7
5538;19990215;-5.7;1.8;-10.9
5538;19990216;0.6;4.7;-15.3
5538;19990217;-1.8;2.2;-4.4
5538;19990218;-1.1;0.5;-3.1
5538;19990219;4.7;5.8;-1.2
5538;19990220;5.4;6.0;3.6
5538;19990221;5.2;6.9;2.0
5538;19990222;0.0;6.4;-2.2
5538;19990223;-0.6;0.5;-2.0
5538;19990224;-0.4;2.2;-3.5
5538;19990225;-4.8;2.0;-9.8
5538;19990226;0.8;10.5;-6.9
5538;19990227;3.2;15.0;-3.0
5538;19990228;2.9;8.3;-0.8
5538;19990301;6.1;10.6;-2.0
5538;19990302;9.4;11.0;6.3
5538;19990303;7.6;14.0;4.5
5538;19990304;3.8;8.8;-0.2
5538;19990305;2.7;6.0;1.0
5538;19990306;2.6;6.5;-2.6
5538;19990307;-0.1;4.2;-2.6
5538;19990308;3.1;8.2;-4.3
5538;19990309;5.0;8.3;1.6
5538;19990310;8.6;15.6;-0.7
5538;19990311;4.4;9.5;2.3
5538;19990312;6.2;14.5;2.2
5538;19990313;7.1;18.0;-0.7
5538;19990314;7.9;17.5;-0.4
5538;19990315;6.8;8.2;1.8
5538;19990316;3.8;10.6;0.6
5538;19990317;1.5;7.7;-2.0
5538;19990318;0.1;8.0;-6.0
5538;19990319;0.7;7.0;-5.6
5538;19990320;2.0;5.0;0.6
5538;19990321;4.0;10.0;-0.8
5538;19990322;4.3;8.8;2.4
5538;19990323;3.8;4.5;1.5
5538;19990324;7.9;16.0;4.0
5538;19990325;10.3;20.8;-2.0
5538;19990326;8.3;18.4;2.0
5538;19990327;7.1;12.3;1.7
5538;19990328;5.6;8.2;3.3
5538;19990329;6.0;9.4;3.8
5538;19990330;6.4;12.5;4.4
5538;19990331;8.0;16.5;-0.3
5538;19990401;8.3;18.1;-2.5
5538;19990402;6.7;17.5;-1.7
5538;19990403;7.4;16.7;0.3
5538;19990404;9.5;14.2;3.0
5538;19990405;8.3;13.8;6.0
5538;19990406;13.4;20.0;2.2
5538;19990407;7.4;14.5;5.5
5538;19990408;6.5;9.2;5.0
5538;19990409;7.5;12.7;3.7
5538;19990410;9.3;15.3;-0.7
5538;19990411;8.3;11.8;6.5
5538;19990412;8.0;12.2;3.0
5538;19990413;5.3;10.0;2.5
5538;19990414;6.6;14.3;1.2
5538;19990415;3.8;6.0;0.5
5538;19990416;1.3;3.6;0.3
5538;19990417;1.8;7.7;0.2
5538;19990418;3.4;8.8;0.2
5538;19990419;3.8;7.3;-0.3
5538;19990420;7.4;12.8;-1.8
5538;19990421;9.3;12.8;6.4
5538;19990422;9.9;15.3;5.0
5538;19990423;10.8;18.4;2.7
5538;19990424;9.6;12.4;3.5
5538;19990425;11.3;18.3;7.7
5538;19990426;10.8;20.7;3.8
5538;19990427;9.4;18.2;2.7
5538;19990428;11.9;18.8;7.8
5538;19990429;13.3;22.7;3.6
5538;19990430;12.5;16.6;9.8
5538;19990501;15.0;19.8;6.6
5538;19990502;13.7;20.7;5.8
5538;19990503;16.5;24.2;5.4
5538;19990504;13.7;18.3;11.7
5538;19990505;11.2;12.5;10.2
5538;19990506;11.4;13.2;9.5
5538;19990507;14.2;21.5;8.5
5538;19990508;12.6;16.7;9.6
5538;19990509;13.3;20.2;10.4
5538;19990510;17.2;24.5;5.2
5538;19990511;13.0;16.5;11.7
5538;19990512;12.4;14.4;11.5
5538;19990513;13.9;17.2;9.8
5538;19990514;11.2;14.0;10.1
5538;19990515;11.8;16.2;9.4
5538;19990516;9.6;14.7;7.0
5538;19990517;13.6;19.3;3.0
5538;19990518;14.8;21.3;8.4
5538;19990519;14.7;26.9;5.3
5538;19990520;12.0;15.1;10.4
5538;19990521;11.6;12.5;10.1
5538;19990522;10.9;12.5;10.0
5538;19990523;12.2;15.9;8.5
5538;19990524;14.8;21.2;10.3
5538;19990525;15.3;22.6;7.9
5538;19990526;16.6;23.5;8.8
5538;19990527;18.8;26.9;9.3
5538;19990528;19.4;25.8;12.1
5538;19990529;19.9;26.7;11.6
5538;19990530;20.4;28.7;11.7
5538;19990531;19.3;27.0;13.5
5538;19990601;20.4;26.5;13.8
5538;19990602;19.8;29.4;15.3
5538;19990603;18.8;23.8;12.1
5538;19990604;13.7;17.8;11.7
5538;19990605;16.1;24.4;7.3
5538;19990606;11.4;13.8;10.2
5538;19990607;13.8;20.2;9.0
5538;19990608;10.8;15.3;9.0
5538;19990609;14.0;20.6;4.3
5538;19990610;15.3;22.5;7.9
5538;19990611;12.2;14.5;11.8
5538;19990612;14.2;20.3;11.0
