STATIONS_ID;MESS_DATUM;TMK;TXK;TNK
5920;19500101;-1.8;2.4;-6.2
5920;19500102;1.5;3.0;-4.3
5920;19500103;5.2;6.1;2.5
5920;19500104;4.1;5.1;3.2
5920;19500105;4.2;5.5;2.4
5920;19500106;5.5;8.0;4.0
5920;19500107;5.4;6.7;2.1
5920;19500108;2.7;9.1;-1.2
5920;19500109;1.1;6.4;-1.2
5920;19500110;3.0;4.4;-2.0
5920;19500111;7.1;9.0;4.4
5920;19500112;6.0;10.5;3.2
5920;19500113;2.4;5.6;0.0
5920;19500114;2.9;4.4;-1.2
5920;19500115;6.3;8.5;4.4
5920;19500116;4.4;6.8;3.3
5920;19500117;2.5;4.2;-0.5
5920;19500118;-0.4;3.6;-2.8
5920;19500119;-3.8;-1.6;-6.5
5920;19500120;-4.0;0.5;-7.5
5920;19500121;-5.4;1.0;-10.1
5920;19500122;-2.7;0.5;-9.0
5920;19500123;-4.4;0.5;-8.5
5920;19500124;-6.6;-1.5;-11.1
5920;19500125;-5.1;2.3;-12.0
5920;19500126;-1.6;1.0;-6.6
5920;19500127;-1.7;3.2;-5.6
5920;19500128;-3.2;0.5;-6.0
5920;19500129;-8.0;-2.2;-12.0
5920;19500130;-5.6;-1.3;-13.5
5920;19500131;-0.7;1.0;-3.6
5920;19500201;2.9;5.2;-2.0
5920;19500202;3.7;5.7;0.2
5920;19500203;3.3;5.5;1.0
5920;19500204;5.2;7.8;2.2
5920;19500205;7.4;9.3;3.8
5920;19500206;6.8;10.5;5.0
5920;19500207;4.5;6.5;1.0
5920;19500208;4.0;7.1;3.0
5920;19500209;1.8;7.0;0.1
5920;19500210;9.7;12.4;0.5
5920;19500211;6.2;11.7;4.6
5920;19500212;6.2;8.5;2.8
5920;19500213;7.8;9.0;6.3
5920;19500214;1.3;7.7;-1.0
5920;19500215;8.2;11.2;-0.7
5920;19500216;9.2;13.0;7.5
5920;19500217;5.7;15.4;-0.5
5920;19500218;5.2;16.6;-0.5
